material,location,distance,mean_0,std_0,min_0,max_0,freq_max_magnitude_0,spectral_energy_0,mean_1,std_1,min_1,max_1,freq_max_magnitude_1,spectral_energy_1,mean_2,std_2,min_2,max_2,freq_max_magnitude_2,spectral_energy_2
FEP,bottom,10.0,0.06118039001039969,0.5204956646730209,-0.8137762722339312,0.921291910605546,0.606060606060606,3687.8404691421656,0.09296176289811726,0.6821779142208733,-1.078458138868102,1.1936692538692506,0.606060606060606,6334.804294283213,0.08111298284854536,0.596616746809964,-1.0144075693405523,0.9872553357131684,0.606060606060606,4845.390373290002
FEP,bottom,10.0,-0.04371203494623095,0.49395812990481636,-0.8501274077736898,0.8026084657520921,0.6024096385542168,3361.758067118013,-0.05644328558849033,0.6639995796488812,-1.1809151151723467,1.0429857153707622,0.6024096385542168,6074.657389671134,-0.037607351696934445,0.5722968591541586,-1.0637676288239315,0.862373119826792,0.6024096385542168,4512.62146900769
FEP,bottom,10.0,0.04283918512938396,0.5196176932711746,-0.8169267641825995,0.9145233286107006,0.5988023952095809,3765.050518878984,0.07108542592324885,0.681028631940146,-1.0843741163797929,1.1841908754153827,0.5988023952095809,6467.459065449253,0.05913920050420499,0.5964517081274996,-1.0209456201445497,0.9779211690809916,0.5988023952095809,4960.820579267851
FEP,bottom,10.0,0.033707439725553005,0.5066468480033509,-0.8466671579564633,0.8862339048454642,0.606060606060606,3494.206626704936,0.06538541603270175,0.6662149112526589,-1.123136444751391,1.149306227772831,0.606060606060606,6041.803417314973,0.05184668260735221,0.5807452395531152,-1.0567298223265882,0.944477185068475,0.606060606060606,4591.0202653008255
FEP,bottom,10.0,0.017869018763468858,0.5278526215111268,-0.8460121066976805,0.8950823659131151,0.5952380952380952,3932.003837257727,0.04631032771315099,0.6876230678242311,-1.1260276860534857,1.1589211754063633,0.5952380952380952,6672.513116056939,0.03378739627360549,0.6037939110352122,-1.060586161045968,0.954268992522382,0.5952380952380952,5144.770637819244
FEP,bottom,10.0,0.030855423709055183,0.5238131924335235,-0.838834092857696,0.9038499909538584,0.606060606060606,3735.0012969737277,0.06690384652901465,0.6808452053136279,-1.0958378547083183,1.1740418687647598,0.606060606060606,6310.077010360345,0.05608024802223099,0.5960508972341347,-1.02756088591439,0.9723100030548376,0.606060606060606,4836.203698874363
FEP,bottom,10.0,0.04848410895974576,0.5339914323851391,-0.845411933641858,0.927414735508764,0.6024096385542168,3928.7532830343152,0.0736158393621319,0.6930328241646516,-1.1142705998427092,1.1889815934670858,0.6024096385542168,6617.497533396176,0.06577971547385729,0.6077645286003158,-1.04264375528637,0.988350364794016,0.6024096385542168,5089.286236323294
FEP,bottom,10.0,0.03778838492468589,0.5276394979617514,-0.83978496716655,0.9132762923029868,0.5988023952095809,3882.196766421189,0.05583878803562095,0.6857111479497364,-1.1100562647685868,1.1675032041303404,0.5988023952095809,6556.700810213182,0.04928455251412373,0.6002748126055627,-1.0377933425182095,0.9679611378297794,0.5988023952095809,5024.6196023700095
FEP,bottom,10.0,0.045435158713708214,0.525687541787132,-0.8403167491381667,0.9477091472525596,0.606060606060606,3761.7788680215644,0.06505666637947222,0.6809340273620708,-1.1061836995906256,1.2042136152621097,0.606060606060606,6311.723524195846,0.0586083461286655,0.5952653067339375,-1.0368837079128288,1.0049812236098434,0.606060606060606,4823.463941271777
FEP,bottom,10.0,0.029515605629106254,0.5289767230086354,-0.8464060236566184,0.9221589372743032,0.5988023952095809,3901.8994200609495,0.04359565887256979,0.6856306083719999,-1.1195771831151415,1.1716511957672555,0.5988023952095809,6555.160678033744,0.038544900148401146,0.600303036827245,-1.0438136560149545,0.9725432852814886,0.5988023952095809,5025.092116986843
FEP,bottom,10.0,-0.0080505884771433,0.521976439769653,-0.9249319375205493,0.874560927513745,0.6024096385542168,3753.9449713773924,0.0027069057730034654,0.6800588231267947,-1.2126579909618946,1.12710034975012,0.6024096385542168,6372.048513704625,3.3592486214373274e-05,0.5972442249286465,-1.1445375135531028,0.9325177724928242,0.6024096385542168,4914.62061104334
FEP,bottom,10.0,-0.007797580323882208,0.5323244955750022,-0.9193132101486564,0.88103967098795,0.6024096385542168,3904.262924091828,-0.0032224921569184873,0.6894501675086351,-1.2076021542477364,1.1174812437972794,0.6024096385542168,6549.255406918066,-0.005193492572057293,0.6064975417471814,-1.1398356504253464,0.9276109543690454,0.6024096385542168,5068.089131240838
FEP,bottom,10.0,-0.031176273588009853,0.4965235167569763,-0.8623488715753296,0.7934624131270395,0.6024096385542168,3396.7675038406546,-0.04191120486827698,0.6652159461670459,-1.1859454878240867,1.0302707583026338,0.6024096385542168,6096.933831514077,-0.02957184219051245,0.5741156186830593,-1.0858715463011603,0.8419628720375321,0.6024096385542168,4541.349207930932
FEP,bottom,10.0,-0.003194217142528264,0.5272769772931893,-0.8987959808709947,0.8649631346344435,0.6024096385542168,3830.573428820142,-0.003797818820526544,0.6837014476928439,-1.1944973063348896,1.094371190888478,0.6024096385542168,6440.493885586818,-0.0030904544655576925,0.6009222287754513,-1.1172468758634535,0.9064508255914894,0.6024096385542168,4975.339403379815
FEP,bottom,10.0,-0.005758293253748774,0.5360037977708852,-0.900061711442569,0.9003801674632235,0.6024096385542168,3958.420356274496,-0.01193811413078283,0.6940995009161752,-1.1999073853397395,1.1320578176643086,0.6024096385542168,6637.883731913955,-0.009557624614736826,0.6103748297768312,-1.1225399030235603,0.945528037732245,0.6024096385542168,5133.096259085128
FEP,bottom,10.0,-0.015498556993982584,0.5339089877117943,-0.923140395293328,0.8905475135783456,0.5988023952095809,3975.002536434712,-0.02958722835082123,0.6912031207920424,-1.2313959158730472,1.1161443833899372,0.5988023952095809,6662.148781339532,-0.024367309784788696,0.6085057625447998,-1.1520811213874964,0.9318364694755044,0.5988023952095809,5163.359183603908
FEP,bottom,10.0,-0.03012313079651843,0.5377864623367423,-0.956384208095676,0.859704218359538,0.6024096385542168,3984.794168134272,-0.050140106342708934,0.6946361078885154,-1.2687939863107052,1.0736565029834133,0.6024096385542168,6648.151009393868,-0.043802315218212776,0.6126834015317939,-1.1903652296522065,0.8910216464184151,0.6024096385542168,5171.998512785042
FEP,bottom,10.0,-0.03246940826908283,0.5350807757883229,-0.9578867465455646,0.8487028604236666,0.5988023952095809,3992.469827922956,-0.05536763291902971,0.6903956079063092,-1.2702126193082963,1.056693648428985,0.5988023952095809,6646.591477532906,-0.04592018881620783,0.6090233463317826,-1.191006199432762,0.8762105832056764,0.5988023952095809,5172.146635561338
FEP,bottom,10.0,-0.025421569574608855,0.5370025872711875,-0.9394520045306912,0.8830448196805658,0.606060606060606,3925.4608380431123,-0.04895721964258966,0.6919269323288058,-1.2480908553060952,1.0951273885527997,0.606060606060606,6517.159699670568,-0.037221709009381106,0.6093711826475572,-1.1661432263016929,0.9160875184773724,0.606060606060606,5054.773705559459
FEP,bottom,10.0,-0.020960364338407405,0.5365912479995628,-0.9370229459123748,0.8505133155293884,0.606060606060606,3919.4494041371777,-0.04086538349993841,0.688483670922841,-1.2461865889914308,1.0521368026231743,0.606060606060606,6452.4579277966095,-0.026357416660175475,0.6056546493607529,-1.1617324279701042,0.8768639984816147,0.606060606060606,4993.303957803886
FEP,bottom,10.0,-0.029087553527791455,0.5418826445790206,-0.9291489574730848,0.8739052042414257,0.5988023952095809,4094.6183645158208,-0.052779473522877735,0.6961317223305494,-1.2293585757324248,1.079810212645865,0.5988023952095809,6757.495982385226,-0.03536421420893184,0.612787400160407,-1.1404998281564005,0.905762410559773,0.5988023952095809,5236.27685305727
FEP,bottom,10.0,-0.02061863735225669,0.49652289563434243,-0.864833813009955,0.8293220288073628,0.6024096385542168,3396.7588891442992,-0.029938113227538365,0.6647813735075461,-1.1898136277878442,1.069741167445464,0.6024096385542168,6088.970295225792,-0.02160921237837224,0.5742605681805186,-1.0894187187548634,0.8785455972246878,0.6024096385542168,4543.64261024447
FEP,bottom,10.0,-0.0005998181121405174,0.4972801006305615,-0.827277279102279,0.8537839336169752,0.6024096385542168,3407.126987157332,-0.009952342106628896,0.6658809232038575,-1.1530615489059777,1.0979719115001545,0.6024096385542168,6109.129226472537,-0.003126973556350283,0.5762020055637147,-1.058218068135574,0.905120776263816,0.6024096385542168,4574.416397705087
FEP,bottom,10.0,0.008312498700195965,0.4971111900005755,-0.8005661549801525,0.8583529816392487,0.606060606060606,3363.9146732338186,0.004366860899603487,0.6645478567088698,-1.1183675887503643,1.1018988018345486,0.606060606060606,6011.6047106195965,0.0020464403054051452,0.5753339444723401,-1.0360950633364934,0.9027615967326648,0.606060606060606,4505.862022550358
FEP,bottom,10.0,0.027795747700231348,0.49666801121499576,-0.8243804159514877,0.8866727685396467,0.6024096385542168,3398.7447407348554,0.026790542734466002,0.664409667161491,-1.1475765791093626,1.1376170002506594,0.6024096385542168,6082.163046657188,0.01950537403548044,0.5768838777179672,-1.067778737565409,0.9327331148048492,0.6024096385542168,4585.249502747183
FEP,bottom,10.0,-0.002150338763452159,0.5036992586960044,-0.8262747126812857,0.836667705804818,0.5952380952380952,3580.3968663496244,-0.009914596029138958,0.6757814913942406,-1.154200814137395,1.081576442074266,0.5952380952380952,6444.676689601815,-0.01616910939255967,0.5885880849450879,-1.0751629476111737,0.88073110389907,0.5952380952380952,4888.903651070065
FEP,bottom,10.0,0.019844512220718733,0.5015249956504321,-0.8114407250309701,0.8721500824327979,0.6024096385542168,3465.5433652058978,0.0192409700239853,0.6705065003589937,-1.1325375290165087,1.1225700777389338,0.6024096385542168,6194.298923821369,0.009407110228954173,0.5826189833556987,-1.0610786937348862,0.9166587270899154,0.6024096385542168,4676.871432958603
Fep,bottom,20.0,0.17220969770251837,0.39157490948166573,-0.5551113071155337,0.860058141516127,0.6024096385542168,2112.590473851984,0.11612673467610755,0.5199244615176978,-0.8531417632223086,0.996875390995354,0.6024096385542168,3724.4863219826852,0.16159865604739748,0.298609507386919,-0.4399217408595164,0.6740094644949468,0.6024096385542168,1228.5488507970017
Fep,bottom,20.0,-0.02928161011061222,0.4277723969192573,-0.7447407324611061,0.6909427331706964,0.5988023952095809,2551.6932280167366,-0.021315387298974822,0.5413105079898812,-0.9526936672996054,0.8680588176374882,0.5988023952095809,4085.976477677342,-0.03695956095343501,0.3339780456847696,-0.6245310666899422,0.5069131521474182,0.5988023952095809,1555.3881458993856
Fep,bottom,20.0,-0.03382763315633664,0.4297286899699292,-0.7388165574758015,0.6992419689833692,0.5952380952380952,2606.0170696672412,-0.02391374003426297,0.5421968782325074,-0.9385241768624524,0.8767779915940799,0.5952380952380952,4148.609654658406,-0.040290870490275556,0.33504510285529365,-0.6200525737275602,0.5139781440041822,0.5952380952380952,1584.1455626145514
Fep,bottom,20.0,-0.005364186275660025,0.4283291006315698,-0.7361681472731041,0.6846265399858174,0.6134969325153374,2437.2516651704564,0.016087779101317125,0.5353959658537637,-0.9161318275184468,0.8582764260539584,0.6134969325153374,3807.986518334129,-0.013737768625356412,0.3337681131786581,-0.6078879689738019,0.4909088231665723,0.6134969325153374,1479.9086220080815
Fep,bottom,20.0,-0.016279283123921004,0.44266097041466834,-0.7967724991243779,0.7297091767185625,0.6024096385542168,2699.7812423632877,0.006887149117419668,0.5493969666110203,-0.9753113989328356,0.9136777673476764,0.6024096385542168,4158.710158123276,-0.01933822867366547,0.34581320855273695,-0.672949642182749,0.5436930052809021,0.6024096385542168,1647.6660901578969
Fep,bottom,20.0,-0.023288814599448246,0.44608327658505,-0.7912884525925173,0.7208171958263376,0.5988023952095809,2774.8200940084466,0.0022594677489544677,0.5547312183712874,-0.9713359149928508,0.906432822436009,0.5988023952095809,4291.0953116824185,-0.023783186495882194,0.3495492753244698,-0.6660179112309617,0.5384984338521748,0.5988023952095809,1703.8044916967353
Fep,bottom,20.0,-0.0038416443498476677,0.43789956032520705,-0.763962416387552,0.7161436563468282,0.6024096385542168,2642.0140746004035,0.028258693520871778,0.5427328268889231,-0.9417725137791662,0.8956372507636507,0.6024096385542168,4058.4319848850114,-0.005027582195474137,0.33875754420705423,-0.6376920137268836,0.52288821893272,0.6024096385542168,1581.1167437446318
Fep,bottom,20.0,0.013411552323269705,0.4372936497955741,-0.7329249590045039,0.7566350046493946,0.5988023952095809,2666.5472777650693,0.05010786783442939,0.5400971058407853,-0.8884643030475692,0.947570757871046,0.5988023952095809,4067.6787512788587,0.014942863520416957,0.3357947520942181,-0.5918725782735275,0.5721906916191997,0.5988023952095809,1572.3555420641053
Fep,bottom,20.0,0.009143324277383206,0.4391944623551587,-0.7369485358489392,0.7524599005300028,0.6024096385542168,2657.6628815663457,0.04650658251376156,0.5399972619872383,-0.886837615404914,0.9415899289387272,0.6024096385542168,4017.624057667752,0.008304774221322362,0.3373873818324328,-0.5919696391467288,0.567141808700161,0.6024096385542168,1568.3531211283407
Fep,bottom,20.0,0.019622717665542907,0.44718448546799106,-0.7357085502255476,0.7824354470045277,0.606060606060606,2722.1455855390395,0.05967516615058098,0.5480039016123246,-0.8859762450842934,0.9771525528266736,0.606060606060606,4087.9464095319695,0.018196650921916798,0.34647806989395136,-0.5929844368559625,0.6004166714569816,0.606060606060606,1634.1405078386226
Fep,bottom,20.0,0.014278647516473722,0.4401085650047318,-0.7357579856975983,0.7340117982507032,0.6024096385542168,2668.73722730348,0.052717948183635524,0.5376595474358626,-0.8758501763537896,0.9140517468335898,0.6024096385542168,3982.9137373876947,0.015107708686026648,0.33537627362434774,-0.5839294161865947,0.5377816756047453,0.6024096385542168,1549.7114437206903
Fep,bottom,20.0,0.06543229777326011,0.40195767295018453,-0.6466671863351788,0.7317773321374498,0.6024096385542168,2226.1100863478678,0.01994932708735722,0.5287923368045918,-0.927688419313935,0.8686481626189559,0.6024096385542168,3852.622128481331,0.06239200133639154,0.311262272989631,-0.5257404252796181,0.5527788342438651,0.6024096385542168,1334.869720483717
Fep,bottom,20.0,0.020863732245970063,0.44311681998484304,-0.7373523953862826,0.7611976327579277,0.5952380952380952,2770.926604975504,0.0598089813598722,0.5383299546662201,-0.8783325078128519,0.9423359584137844,0.5952380952380952,4089.6452912374575,0.026833673580911037,0.3337490269260797,-0.5845715771616655,0.565816840884342,0.5952380952380952,1571.9130896519928
Fep,bottom,20.0,0.039268221496400045,0.44799372157953554,-0.7220409800498084,0.8101584375954388,0.6097560975609756,2698.991718090463,0.0825854492207711,0.5427368206806847,-0.8551898399765974,0.9995564769373873,0.6097560975609756,3961.2866478494825,0.04383796721740378,0.34199467886994467,-0.5599415586195748,0.6259923873971371,0.6097560975609756,1572.8829081225972
Fep,bottom,20.0,0.029451222119507896,0.45151895284422944,-0.7450746821868393,0.7396696712693498,0.5988023952095809,2842.856357140539,0.07047791349086446,0.5451294978203381,-0.8749616717923165,0.9085913868728236,0.5988023952095809,4143.833649112597,0.040288834591847233,0.3426809786166679,-0.5758266513081587,0.541451285145429,0.5988023952095809,1637.5061644321156
Fep,bottom,20.0,0.06312623777891918,0.45637998183934975,-0.7460996493652973,0.8223698903515055,0.6024096385542168,2869.7183923810335,0.11046321112147427,0.5475413590698641,-0.8770281862172336,1.0030949883471847,0.6024096385542168,4130.664842380611,0.076389349820969,0.3456491043013178,-0.5777950137210006,0.6319928207334362,0.6024096385542168,1646.1024924910282
Fep,bottom,20.0,0.07323169715564705,0.45524137708009255,-0.6866201941447216,0.8306060298013392,0.606060606060606,2821.1186340111667,0.12107601802705747,0.544200706947732,-0.8018668009253095,1.010914880533215,0.606060606060606,4031.4018985348243,0.08512760322077056,0.3431904692527728,-0.5058181498601904,0.6410731702466319,0.606060606060606,1603.2761415560867
Fep,bottom,20.0,0.06122438616792555,0.46075809512478955,-0.7020347511465429,0.8549475947639316,0.5952380952380952,2995.949664405498,0.1036322936401499,0.5484208427035063,-0.8161112940560706,1.034077181085574,0.5952380952380952,4244.401597981877,0.07793276888732455,0.3445977705740391,-0.5112791100323935,0.6683204748249301,0.5952380952380952,1675.766455634707
Fep,bottom,20.0,0.05987367006424315,0.45672561989171545,-0.7145252540922835,0.7956365012442719,0.5988023952095809,2908.7988809180715,0.09904911269340216,0.5418917245826812,-0.8335924338067571,0.96054959086725,0.5988023952095809,4094.7555878116946,0.07386306690173934,0.33964503313315275,-0.5307531834653878,0.6009817284920134,0.5988023952095809,1608.6200689047587
Fep,bottom,20.0,0.06320881301761884,0.4535747767817431,-0.7109782063468776,0.8246183167742607,0.606060606060606,2800.5006885801295,0.09893452751064141,0.5373648211287894,-0.8305190466502911,0.9874314048789852,0.606060606060606,3930.7584453074846,0.07311232828734743,0.33649758040277816,-0.5319145083544565,0.625942696738087,0.606060606060606,1541.3518367603797
Fep,bottom,20.0,0.05690235510497318,0.4640347072436955,-0.7380461061310838,0.8298190193404196,0.606060606060606,2931.155252182778,0.08738595056233296,0.5487816936454711,-0.8682122339618356,0.9856682676799562,0.606060606060606,4099.558839854333,0.06643544635234144,0.34857715060391264,-0.558891808788976,0.6305435232842633,0.606060606060606,1654.0008323287816
Fep,bottom,20.0,0.04392742682226904,0.45857106032909456,-0.7515586632756954,0.8316015071347385,0.5988023952095809,2932.352891534793,0.06735329960129781,0.5423684144486988,-0.8895675270968496,0.9858641875076228,0.5988023952095809,4101.962883799302,0.054308355100431104,0.3407320177244025,-0.5761822759204223,0.636544565950993,0.5988023952095809,1618.9328545470041
Fep,bottom,20.0,-0.03475449187358388,0.41168797475352376,-0.737267779825155,0.6463272504853957,0.6024096385542168,2335.190749435181,-0.07569437034387314,0.5371495484163792,-1.0102739023959664,0.787378661250985,0.6024096385542168,3975.3605227829185,-0.035971182201869165,0.32286114997734366,-0.6190510667410651,0.4718615663835859,0.6024096385542168,1436.2083311457382
Fep,bottom,20.0,0.042751892846963575,0.47147932154605765,-0.7518366433686019,0.8114215647071547,0.5988023952095809,3099.761261376604,0.059753011262339464,0.5573703401218059,-0.890052985022238,0.9558361970831958,0.5988023952095809,4332.02202053433,0.05083090425406807,0.35638018965047485,-0.5769969257365146,0.6114468426236965,0.5988023952095809,1771.0468744578884
Fep,bottom,20.0,0.033781099065459015,0.4614051853096771,-0.7491232207801444,0.7949892669485106,0.606060606060606,2898.029716729825,0.041432268601863,0.545315754910721,-0.8992353412970561,0.927132621019908,0.606060606060606,4047.9392226392793,0.03628798834299902,0.346015792827982,-0.5707966745497433,0.5907609509459348,0.606060606060606,1629.7828194658061
Fep,bottom,20.0,0.023528080132627874,0.4644686559053326,-0.768709796498271,0.7707175972057294,0.5988023952095809,3008.2627746154094,0.021057617074328995,0.5487206652336337,-0.92932377785969,0.8890299379247351,0.5988023952095809,4198.61042091296,0.02499190158181684,0.347783469616268,-0.5988315023490909,0.5590675528393065,0.5988023952095809,1686.6338738701381
Fep,bottom,20.0,0.011646987387847479,0.4691312596109632,-0.8008089764130555,0.7763122200772616,0.606060606060606,2995.8953386549997,-0.0020138285263270185,0.5546391764927565,-0.9763324995841296,0.8900080069568143,0.606060606060606,4187.540086668918,0.004676489927073892,0.355876038724768,-0.6411270466885552,0.5621013539890276,0.606060606060606,1723.9925640994131
Fep,bottom,20.0,-0.018958523828897664,0.4768562999374902,-0.8171303702321089,0.7544129492219842,0.5952380952380952,3208.954887839429,-0.04574985609871519,0.5635310680064702,-1.0011463393533413,0.856228766798377,0.5952380952380952,4481.509150495565,-0.02558787052099702,0.3623896603390339,-0.6582016135153015,0.5388247783231801,0.5952380952380952,1853.2762088239579
Fep,bottom,20.0,-0.02310616200257761,0.46920795628740264,-0.829841327870217,0.7168996936555563,0.606060606060606,2996.8749962382985,-0.057187125117961216,0.5537168929103686,-1.0225735953125952,0.7997296737498243,0.606060606060606,4173.625135891331,-0.03429513781934763,0.3561213238698588,-0.6718621624372758,0.502871879414772,0.606060606060606,1726.3698834479997
Fep,bottom,20.0,-0.029787268728412197,0.4692256594987031,-0.8612892058275028,0.7464309027561826,0.6024096385542168,3033.5396135792876,-0.07184760468944604,0.5532405918457284,-1.067668915267499,0.827621341795606,0.6024096385542168,4217.103215866129,-0.04031561694556046,0.35472894206248096,-0.7093771770407782,0.5283530138810284,0.6024096385542168,1733.7217156822148
Fep,bottom,20.0,-0.048124359627550545,0.4779995649151518,-0.8599907824692132,0.7764707160461682,0.6024096385542168,3148.046586793166,-0.10042117763597752,0.5638643441205593,-1.0663408611913543,0.8594890008647124,0.6024096385542168,4380.618409427506,-0.05972948823898162,0.3653773929491474,-0.7081788860775846,0.5700563035399342,0.6024096385542168,1839.3714721806277
Fep,bottom,20.0,-0.055286771613748655,0.4748184747068168,-0.8641966343130825,0.7449204430478717,0.6024096385542168,3106.2854245474427,-0.11691280141662419,0.5603489380743722,-1.0822227640996396,0.813044510085599,0.6024096385542168,4326.166652595576,-0.06923594515637792,0.36150485021845113,-0.7100948961423763,0.5299704018588365,0.6024096385542168,1800.5880003381333
Fep,bottom,20.0,-0.06704767495947096,0.476609998466578,-0.8929917389076278,0.7206814353092146,0.5988023952095809,3167.592050405934,-0.1374367642055071,0.5619700539785294,-1.124955195809097,0.7780670514838839,0.5988023952095809,4403.817308003779,-0.08155758725939849,0.36234521364104694,-0.7427411438913354,0.4987021938069644,0.5988023952095809,1830.8299338914676
Fep,bottom,20.0,-0.06458874632814257,0.41017759784977775,-0.7593713639134223,0.6208135450224233,0.606060606060606,2290.2440709504936,-0.10075738361189716,0.5339140159017289,-1.0255666315822722,0.7650318098516902,0.606060606060606,3880.4361009225418,-0.06842882187666285,0.3224305438547965,-0.6451242492897149,0.4473287855672607,0.606060606060606,1415.175314497929
Fep,bottom,20.0,-0.06697877470765409,0.42581472901577117,-0.7646007322940688,0.6496802308364272,0.5988023952095809,2528.391409073548,-0.09856929752669238,0.5516641233811358,-1.0223467359292957,0.8035252469658187,0.5988023952095809,4243.7757719333395,-0.07013845283459434,0.3391097085785248,-0.6518737863631341,0.4776721011482299,0.5988023952095809,1603.5532779388707
Fep,bottom,20.0,-0.05607397494392998,0.41473397215419255,-0.7714973287656312,0.6503754028350602,0.606060606060606,2341.408093505341,-0.07816375121753541,0.5354156977187887,-1.0203226116013573,0.8061179611847733,0.606060606060606,3902.29495796333,-0.06430229067312869,0.32681981299030144,-0.6684313102731125,0.4741800135578398,0.606060606060606,1453.9673260940497
Fep,bottom,20.0,-0.059527319811619565,0.4255225277716058,-0.7729126879552566,0.6578411772802777,0.5988023952095809,2524.9225500748357,-0.07668107989786394,0.5470824140217728,-1.0202468969925087,0.8165418468316771,0.5988023952095809,4173.577244437347,-0.06786745009925482,0.3376764064254771,-0.668136016588394,0.4788973284191078,0.5988023952095809,1590.026569162104
Fep,bottom,20.0,-0.029558104727515012,0.4243502711597854,-0.7705579262393856,0.65584165666061,0.6024096385542168,2481.047869084657,-0.033556458429583116,0.5430740160365739,-1.014143979088696,0.8206140636164929,0.6024096385542168,4063.5369445414226,-0.037647926295901975,0.33492023147236605,-0.6666846103568669,0.4790212359913859,0.6024096385542168,1545.4997184489173
Fep,bottom,20.0,-0.04213971279730116,0.4253915686445414,-0.7557071945027729,0.6802478003202846,0.6024096385542168,2493.2391290432724,-0.04170810013266496,0.5402889661676135,-0.9804298778078,0.8518780324166657,0.6024096385542168,4021.9657478481818,-0.05138044781468914,0.3339783541301085,-0.6453343209168168,0.4981535541047068,0.6024096385542168,1536.8193092469087
FEP,bottom,30.0,-0.10290661663333772,0.45013896985155677,-0.9059214732231862,0.5983651268025917,0.606060606060606,2758.2340672869204,-0.10656067889613584,0.4969448544897058,-0.9963721544990306,0.6658613637873478,0.606060606060606,3361.663889646659,-0.07342889606462027,0.2978632512531751,-0.6192334524946583,0.376365920579027,0.606060606060606,1207.7352551363133
FEP,bottom,30.0,0.023772731276351638,0.44876354123349277,-0.7849358977577975,0.7703117861068418,0.6097560975609756,2708.2752276712786,0.022135255864312104,0.4975603498941876,-0.8787817653518541,0.8492820488044848,0.6097560975609756,3329.2712711425033,0.008927567750785962,0.29828950213163025,-0.5489455263726648,0.5102355981552611,0.6097560975609756,1196.557307490011
