Time,Dev1/ai28,Dev1/ai30,Dev1/ai31
2025/11/6 17:40:42.352000,-0.03310224324707933,-0.14884434056619622,-0.14759586031106742
2025/11/6 17:40:42.362000,-0.03510005043790004,-0.14878102185744002,-0.14507703042134978
2025/11/6 17:40:42.372000,-0.035389309227536525,-0.14710825677693495,-0.14081943214342707
2025/11/6 17:40:42.382000,-0.034096033759833944,-0.14392663529685534,-0.13494075884101053
2025/11/6 17:40:42.392000,-0.031482944165637405,-0.13946681300028851,-0.1277039268893716
2025/11/6 17:40:42.402000,-0.02792224635674151,-0.1340648565788669,-0.11948790817543187
2025/11/6 17:40:42.412000,-0.023860777886711537,-0.12813022192576484,-0.110750524754889
2025/11/6 17:40:42.422000,-0.019782662591895928,-0.12211109685488941,-0.10198877649792482
2025/11/6 17:40:42.432000,-0.016171228226868672,-0.11645866342038125,-0.09369861298192039
2025/11/6 17:40:42.442000,-0.013470714228559721,-0.11159079009476536,-0.08633474435929611
2025/11/6 17:40:42.452000,-0.012049113169178727,-0.10785659895402588,-0.08027200331723772
2025/11/6 17:40:42.462000,-0.012164448275910789,-0.10550430819294687,-0.07577077094513474
2025/11/6 17:40:42.472000,-0.013937185509871108,-0.10465497716540806,-0.07294921436053858
2025/11/6 17:40:42.482000,-0.0173317903492739,-0.10528488253997181,-0.0717651848265266
2025/11/6 17:40:42.492000,-0.022150925937844623,-0.10721967914994235,-0.07201108499891218
2025/11/6 17:40:42.502000,-0.02804596496784456,-0.11014377325379754,-0.07332535406388452
2025/11/6 17:40:42.512000,-0.034546192514384566,-0.11362717252256538,-0.07522302845602402
2025/11/6 17:40:42.522000,-0.04110554735263361,-0.1171686884599481,-0.07714416720856199
2025/11/6 17:40:42.532000,-0.04716109676947999,-0.12024996439831093,-0.0785140492796339
2025/11/6 17:40:42.542000,-0.052194213320066296,-0.122391928160693,-0.078805785618272
2025/11/6 17:40:42.552000,-0.055785109673937516,-0.12320519669233976,-0.07759584572955824
2025/11/6 17:40:42.562000,-0.0576531424466718,-0.12242762696185383,-0.07460486891457307
2025/11/6 17:40:42.572000,-0.05767797977423378,-0.11994448262464319,-0.06971874939070677
2025/11/6 17:40:42.582000,-0.05590055327385335,-0.11578999033323945,-0.06298877182542051
2025/11/6 17:40:42.592000,-0.05250734354322195,-0.11013330904304441,-0.05461440120772121
2025/11/6 17:40:42.602000,-0.04780432234299503,-0.1032546507820794,-0.04491541243315322
2025/11/6 17:40:42.612000,-0.042185436286446554,-0.09551609534397032,-0.034298687633550484
2025/11/6 17:40:42.622000,-0.03609679607859323,-0.08732821170524685,-0.023221056370538617
2025/11/6 17:40:42.632000,-0.029996506908461118,-0.07911243598540951,-0.012148075250523638
2025/11/6 17:40:42.642000,-0.02431309236945417,-0.07126200100589974,-0.001511675418176761
2025/11/6 17:40:42.652000,-0.01940916038109547,-0.06410774454196333,0.008326504667105494
2025/11/6 17:40:42.662000,-0.015556669850380567,-0.057894888542173284,0.01709953244896667
2025/11/6 17:40:42.672000,-0.012925603027405863,-0.052772565203775934,0.02464556497423942
2025/11/6 17:40:42.682000,-0.011583264744645605,-0.04879349376206921,0.030907286629145103
2025/11/6 17:40:42.692000,-0.011500453874448535,-0.04592027862440151,0.03592447573863411
2025/11/6 17:40:42.702000,-0.01256251843059697,-0.04403647376596098,0.039821794622125095
2025/11/6 17:40:42.712000,-0.01458442522457326,-0.042961553791607376,0.04279264645624847
2025/11/6 17:40:42.722000,-0.01732840782325845,-0.04246825538661758,0.045080615130914214
2025/11/6 17:40:42.732000,-0.0205224288388276,-0.04230036257633463,0.046960465487541514
2025/11/6 17:40:42.742000,-0.023878859126818863,-0.042190212528630755,0.04871943973409332
2025/11/6 17:40:42.752000,-0.027114219944388063,-0.04187676475168345,0.05063793361088331
2025/11/6 17:40:42.762000,-0.02997074688825313,-0.041125095813541734,0.052968639845088816
2025/11/6 17:40:42.772000,-0.032238964440226725,-0.03974663025013092,0.055914930323242684
2025/11/6 17:40:42.782000,-0.03377898129704299,-0.03761793903473709,0.05961083340280249
2025/11/6 17:40:42.792000,-0.03453767381226036,-0.03469551377754787,0.064105410805807
2025/11/6 17:40:42.802000,-0.03455869648859844,-0.03102393593567332,0.06935434020236642
2025/11/6 17:40:42.812000,-0.033981847638529794,-0.026734594232167175,0.07522180600534378
2025/11/6 17:40:42.822000,-0.033028927770519634,-0.022032537549062425,0.0814952732715366
2025/11/6 17:40:42.832000,-0.03197636500728085,-0.01717173114371351,0.08791267308343542
2025/11/6 17:40:42.842000,-0.031119524103754126,-0.012423197724453106,0.09419682057315693
2025/11/6 17:40:42.852000,-0.030736447007031764,-0.008043219332535267,0.10008895741156754
2025/11/6 17:40:42.862000,-0.031057564787278058,-0.004247687597389693,0.10537467003781686
2025/11/6 17:40:42.872000,-0.03224410917503434,-0.0011950128357087753,0.10989971099949347
2025/11/6 17:40:42.882000,-0.034375133677678804,0.00102282597711012,0.11357655559363722
2025/11/6 17:40:42.892000,-0.037442923633183633,0.0023817297453264663,0.11638284583857228
2025/11/6 17:40:42.902000,-0.04135744417391074,0.0029192282113349455,0.11835191201725381
2025/11/6 17:40:42.912000,-0.045960074564161846,0.00272068481733867,0.11955587077275731
2025/11/6 17:40:42.922000,-0.05104527592039615,0.0018996397557353717,0.12008343162657642
2025/11/6 17:40:42.932000,-0.05638741637994277,0.0005752436978878617,0.12001591109076859
2025/11/6 17:40:42.942000,-0.06176886460403158,-0.0011495106359661333,0.11940570428169672
