material,location,mean_0,mav_0,std_0,min_0,max_0,zero_crossing_rate_0,slope_sign_changes_0,peak_frequency_0,spectral_energy_0
FEP,bottom,-0.05787533287905265,0.4931291652369562,0.5721166169617984,-1.096375658151888,0.8313910086945757,0.012048192771084338,0.006024096385542169,0.5988023952095809,4564.277810654472
FEP,bottom,0.01589579523390454,0.5029792674159587,0.5863348742007648,-1.063098381441257,0.915709423546606,0.012121212121212121,0.006060606060606061,0.6024096385542168,4736.719070040485
FEP,bottom,0.030005306435525864,0.5135673841325084,0.5937130393190321,-1.0668892893864863,0.9708103043623892,0.012195121951219513,0.006097560975609756,0.606060606060606,4798.340543244435
FEP,bottom,0.025793379748107553,0.5080165338578448,0.5883953717495943,-1.0685104233231153,0.9261461730671634,0.012048192771084338,0.006024096385542169,0.5988023952095809,4827.712983149757
FEP,bottom,0.040711617894393516,0.5075958154244079,0.5874368986197404,-1.0406936738510342,0.9793627849914608,0.012121212121212121,0.006060606060606061,0.6024096385542168,4754.54129741033
FEP,bottom,0.03802607576522912,0.5170945570230894,0.5971571638300522,-1.040523580724912,0.9771227353916044,0.012048192771084338,0.006024096385542169,0.5988023952095809,4972.562380743321
FEP,bottom,0.0520654585640979,0.5080344170097687,0.586129034289488,-1.0610667280207378,0.9516360162909928,0.012269938650306749,0.006134969325153374,0.6097560975609756,4620.023289862745
FEP,bottom,0.03445741945348089,0.5163955733825216,0.599200481376704,-1.0559546820508283,0.9572365396934844,0.012048192771084338,0.006024096385542169,0.5988023952095809,5006.650248812082
FEP,bottom,0.043352857677138465,0.5145102588668269,0.5976964690034845,-1.0773569053964662,0.9776668292710702,0.012121212121212121,0.006060606060606061,0.6024096385542168,4922.067302062493
FEP,bottom,0.056867233467640985,0.5150039909352108,0.5957547590236354,-1.0850407916828502,0.9978132499191994,0.012048192771084338,0.006024096385542169,0.5988023952095809,4949.233993414425
FEP,bottom,0.08111298284854536,0.5187783222896369,0.596616746809964,-1.0144075693405523,0.9872553357131684,0.012195121951219513,0.006097560975609756,0.606060606060606,4845.390373290002
FEP,bottom,-0.037607351696934445,0.49497252359292265,0.5722968591541586,-1.0637676288239315,0.862373119826792,0.012121212121212121,0.006060606060606061,0.6024096385542168,4512.62146900769
FEP,bottom,0.05913920050420499,0.5204408773166258,0.5964517081274996,-1.0209456201445497,0.9779211690809916,0.012048192771084338,0.006024096385542169,0.5988023952095809,4960.820579267851
FEP,bottom,0.05184668260735221,0.5010598163384392,0.5807452395531152,-1.0567298223265882,0.944477185068475,0.012195121951219513,0.006097560975609756,0.606060606060606,4591.0202653008255
