material,location,mean_0,mav_0,std_0,min_0,max_0,zero_crossing_rate_0,slope_sign_changes_0,peak_frequency_0,spectral_energy_0
FEP,bottom,-0.09009110868882031,0.5788917144310144,0.6649117488074253,-1.230351820629583,1.002158899258326,0.012048192771084338,0.006024096385542169,0.5988023952095809,6164.969898159606
FEP,bottom,0.02410180370094387,0.5778889409782111,0.6717631794809693,-1.1352629071371363,1.1191491372525462,0.012121212121212121,0.006060606060606061,0.6024096385542168,6217.53970009057
FEP,bottom,0.03853063092770099,0.5887425533523187,0.6792031210822967,-1.1372823778616177,1.172010709733807,0.012195121951219513,0.006097560975609756,0.606060606060606,6279.676024751987
FEP,bottom,0.03565576630193366,0.5826362451844648,0.6735513837902312,-1.13844780384582,1.1314013829390768,0.012048192771084338,0.006024096385542169,0.5988023952095809,6326.221766083676
FEP,bottom,0.052547355332232766,0.5812827922119352,0.6719910656989221,-1.1046840047120838,1.1837883708840893,0.012121212121212121,0.006060606060606061,0.6024096385542168,6221.758901400054
FEP,bottom,0.05118123176120414,0.5910322405718779,0.6816295104688664,-1.1041947305539983,1.1833430995427527,0.012048192771084338,0.006024096385542169,0.5988023952095809,6478.87671076879
FEP,bottom,0.06602562460578287,0.5816491427099304,0.6701611494793156,-1.1246708554182665,1.1544746580122651,0.012269938650306749,0.006134969325153374,0.6097560975609756,6039.711457434158
FEP,bottom,0.04638367844027496,0.5898783762135829,0.6833094229894406,-1.1195939207555403,1.160299283120796,0.012048192771084338,0.006024096385542169,0.5988023952095809,6510.851142547456
FEP,bottom,0.05643320676703552,0.5876889655691633,0.6817063925074571,-1.1410749355605867,1.1829049130143885,0.012121212121212121,0.006060606060606061,0.6024096385542168,6402.961700869922
FEP,bottom,0.0672704296202121,0.5876055916170253,0.6799153457005787,-1.1491839471397585,1.2021233539745526,0.012048192771084338,0.006024096385542169,0.5988023952095809,6446.331471776711
FEP,bottom,0.09296176289811726,0.59242800676822,0.6821779142208733,-1.078458138868102,1.1936692538692506,0.012195121951219513,0.006097560975609756,0.606060606060606,6334.804294283213
FEP,bottom,-0.05644328558849033,0.5765770585930894,0.6639995796488812,-1.1809151151723467,1.0429857153707622,0.012121212121212121,0.006060606060606061,0.6024096385542168,6074.657389671134
FEP,bottom,0.07108542592324885,0.5938335195804274,0.681028631940146,-1.0843741163797929,1.1841908754153827,0.012048192771084338,0.006024096385542169,0.5988023952095809,6467.459065449253
FEP,bottom,0.06538541603270175,0.5749638068607208,0.6662149112526589,-1.123136444751391,1.149306227772831,0.012195121951219513,0.006097560975609756,0.606060606060606,6041.803417314973
FEP,bottom,0.04631032771315099,0.5918769263243332,0.6876230678242311,-1.1260276860534857,1.1589211754063633,0.011976047904191617,0.005988023952095809,0.5952380952380952,6672.513116056939
FEP,bottom,0.06690384652901465,0.5887405273977508,0.6808452053136279,-1.0958378547083183,1.1740418687647598,0.012195121951219513,0.006097560975609756,0.606060606060606,6310.077010360345
FEP,bottom,0.0736158393621319,0.597196867963132,0.6930328241646516,-1.1142705998427092,1.1889815934670858,0.012121212121212121,0.006060606060606061,0.6024096385542168,6617.497533396176
FEP,bottom,0.05583878803562095,0.5952382426118883,0.6857111479497364,-1.1100562647685868,1.1675032041303404,0.012048192771084338,0.006024096385542169,0.5988023952095809,6556.700810213182
FEP,bottom,0.06505666637947222,0.5841705371110033,0.6809340273620708,-1.1061836995906256,1.2042136152621097,0.012195121951219513,0.006097560975609756,0.606060606060606,6311.723524195846
FEP,bottom,0.04359565887256979,0.5919251511160526,0.6856306083719999,-1.1195771831151415,1.1716511957672555,0.012048192771084338,0.006024096385542169,0.5988023952095809,6555.160678033744
FEP,bottom,0.0027069057730034654,0.5878792541943574,0.6800588231267947,-1.2126579909618946,1.12710034975012,0.012121212121212121,0.006060606060606061,0.6024096385542168,6372.048513704625
FEP,bottom,-0.0032224921569184873,0.5971129206191663,0.6894501675086351,-1.2076021542477364,1.1174812437972794,0.012121212121212121,0.006060606060606061,0.6024096385542168,6549.255406918066
FEP,bottom,-0.04191120486827698,0.5765269193796458,0.6652159461670459,-1.1859454878240867,1.0302707583026338,0.012121212121212121,0.006060606060606061,0.6024096385542168,6096.933831514077
FEP,bottom,-0.003797818820526544,0.5935977667694895,0.6837014476928439,-1.1944973063348896,1.094371190888478,0.012121212121212121,0.006060606060606061,0.6024096385542168,6440.493885586818
FEP,bottom,-0.01193811413078283,0.5968954819047757,0.6940995009161752,-1.1999073853397395,1.1320578176643086,0.012121212121212121,0.006060606060606061,0.6024096385542168,6637.883731913955
FEP,bottom,-0.02958722835082123,0.5954176031095659,0.6912031207920424,-1.2313959158730472,1.1161443833899372,0.012048192771084338,0.006024096385542169,0.5988023952095809,6662.148781339532
FEP,bottom,-0.050140106342708934,0.6055431526604215,0.6946361078885154,-1.2687939863107052,1.0736565029834133,0.012121212121212121,0.006060606060606061,0.6024096385542168,6648.151009393868
FEP,bottom,-0.05536763291902971,0.6002077968213326,0.6903956079063092,-1.2702126193082963,1.056693648428985,0.012048192771084338,0.006024096385542169,0.5988023952095809,6646.591477532906
FEP,bottom,-0.04895721964258966,0.597572439247223,0.6919269323288058,-1.2480908553060952,1.0951273885527997,0.012195121951219513,0.006097560975609756,0.606060606060606,6517.159699670568
FEP,bottom,-0.04086538349993841,0.5933045717153002,0.688483670922841,-1.2461865889914308,1.0521368026231743,0.012195121951219513,0.006097560975609756,0.606060606060606,6452.4579277966095
FEP,bottom,-0.052779473522877735,0.6016013205404692,0.6961317223305494,-1.2293585757324248,1.079810212645865,0.012048192771084338,0.006024096385542169,0.5988023952095809,6757.495982385226
FEP,bottom,-0.029938113227538365,0.5705901191883865,0.6647813735075461,-1.1898136277878442,1.069741167445464,0.012121212121212121,0.006060606060606061,0.6024096385542168,6088.970295225792
