Time,Dev1/ai28,Dev1/ai30,Dev1/ai31
2025/11/6 16:09:13.852000,-1.342032515113755,-2.0447736139684523,-1.1562781936263433
2025/11/6 16:09:13.862000,-1.3461952552144298,-2.0428082261636664,-1.1540831570042043
2025/11/6 16:09:13.872000,-1.3468295802437793,-2.0355906541077977,-1.148784152389382
2025/11/6 16:09:13.882000,-1.344092079484822,-2.0237245951917577,-1.1407604317216165
2025/11/6 16:09:13.892000,-1.3381850705742167,-2.007836301187195,-1.1304029245758178
2025/11/6 16:09:13.902000,-1.3293492963291984,-1.988547848787385,-1.118100617197015
2025/11/6 16:09:13.912000,-1.317850778241212,-1.966443891147701,-1.104220592494964
2025/11/6 16:09:13.922000,-1.3039609764168352,-1.9420300283474807,-1.0890801732949473
2025/11/6 16:09:13.932000,-1.2879328668998318,-1.9156883369773448,-1.0729152974585032
2025/11/6 16:09:13.942000,-1.2699788114178576,-1.8876422049354527,-1.0558543911254206
2025/11/6 16:09:13.952000,-1.2502564520079522,-1.8579428008896985,-1.0379072950000436
2025/11/6 16:09:13.962000,-1.2288660141922119,-1.8264830378029886,-1.018973984889008
2025/11/6 16:09:13.972000,-1.2058587317946368,-1.7930367989991103,-0.998871727616705
2025/11/6 16:09:13.982000,-1.1812539513655347,-1.7573161750460244,-0.9773755350201654
2025/11/6 16:09:13.992000,-1.1550618684564762,-1.719037872479235,-0.9542655850446398
2025/11/6 16:09:14.002000,-1.127308246774055,-1.677989190105542,-0.9293746271509504
2025/11/6 16:09:14.012000,-1.0980563496690623,-1.6340828061507,-0.9026273955968938
2025/11/6 16:09:14.022000,-1.0674210125851011,-1.5873899677840315,-0.8740642795986231
2025/11/6 16:09:14.032000,-1.0355716121898566,-1.538145709900162,-0.8438446175995096
2025/11/6 16:09:14.042000,-1.0027241827282345,-1.4867269151688374,-0.8122304170783967
2025/11/6 16:09:14.052000,-0.9691263194658601,-1.4336114068989658,-0.7795566576795561
2025/11/6 16:09:14.062000,-0.935040183801545,-1.3793306448631435,-0.7461972774280716
2025/11/6 16:09:14.072000,-0.9007283336433494,-1.3244282312957179,-0.7125354437732239
2025/11/6 16:09:14.082000,-0.8664449845974969,-1.2694320958110519,-0.6789435674602724
2025/11/6 16:09:14.092000,-0.8324328695175289,-1.2148422593942527,-0.6457744123521856
2025/11/6 16:09:14.102000,-0.7989233616211786,-1.1611297187216685,-0.6133602699291574
2025/11/6 16:09:14.112000,-0.7661349249497684,-1.1087359243767057,-0.582012868064727
2025/11/6 16:09:14.122000,-0.7342638009308105,-1.0580596730065865,-0.5520147503168791
2025/11/6 16:09:14.132000,-0.7034632272302659,-1.0094227685474806,-0.5235960319172381
2025/11/6 16:09:14.142000,-0.6738130514189589,-0.9630166594899987,-0.4968980495800128
2025/11/6 16:09:14.152000,-0.6452871488541412,-0.9188433301919687,-0.47193309486197776
2025/11/6 16:09:14.162000,-0.6177283717656477,-0.8766687947619243,-0.44855282539375896
2025/11/6 16:09:14.172000,-0.590839206659826,-0.836005050013839,-0.42643617661770516
2025/11/6 16:09:14.182000,-0.5641927373323585,-0.796129547318766,-0.4051030312074704
2025/11/6 16:09:14.192000,-0.5372647952554788,-0.7561439407006634,-0.3839550347098948
2025/11/6 16:09:14.202000,-0.5094844866473482,-0.7150667643385251,-0.36234000453386495
2025/11/6 16:09:14.212000,-0.4802962439917846,-0.671947155010197,-0.33963089661514534
2025/11/6 16:09:14.222000,-0.44922298526006177,-0.6259800694279041,-0.3153054023024229
2025/11/6 16:09:14.232000,-0.4159184127659876,-0.5766004551740256,-0.28901009343561723
2025/11/6 16:09:14.242000,-0.3801981793774871,-0.5235370733617639,-0.2605954022194177
2025/11/6 16:09:14.252000,-0.34204494215668246,-0.46681701289194244,-0.23011513483725832
2025/11/6 16:09:14.262000,-0.30158949715034344,-0.40672591944664527,-0.19779425550020502
2025/11/6 16:09:14.272000,-0.2590756897408477,-0.3437393326400522,-0.1639763209881684
2025/11/6 16:09:14.282000,-0.21481841939217006,-0.27844290960781803,-0.12906400270816443
2025/11/6 16:09:14.292000,-0.16916265380078865,-0.21145584271794027,-0.09346376543240043
2025/11/6 16:09:14.302000,-0.12244850995490753,-0.14336619073400803,-0.05754143173050341
2025/11/6 16:09:14.312000,-0.07498401645076402,-0.07468079903410363,-0.021590445842512018
2025/11/6 16:09:14.322000,-0.02702456187327451,-0.005787968802681842,0.014189064708895582
2025/11/6 16:09:14.332000,0.021242116354780904,0.06306923712883261,0.049702738884769726
2025/11/6 16:09:14.342000,0.06970460823979119,0.13180748044453994,0.08496563521246614
2025/11/6 16:09:14.352000,0.1183277392731763,0.20050032483076352,0.12009427163293651
2025/11/6 16:09:14.362000,0.1671418262462696,0.2693535461745342,0.1552846494341913
2025/11/6 16:09:14.372000,0.21622180410596137,0.3386587308231692,0.1907770293945612
2025/11/6 16:09:14.382000,0.26565935313603184,0.40873119348516784,0.2268119005675544
2025/11/6 16:09:14.392000,0.3155329539440399,0.47984272253249527,0.2635841679863158
2025/11/6 16:09:14.402000,0.365881806151803,0.5521620414380943,0.30120390358223537
2025/11/6 16:09:14.412000,0.41668942098768147,0.6257154067574633,0.3396715912305872
2025/11/6 16:09:14.422000,0.4678806418844843,0.7003753721090828,0.3788727534379652
2025/11/6 16:09:14.432000,0.5193323264602459,0.7758786577060097,0.4185919465117456
2025/11/6 16:09:14.442000,0.5708948596735519,0.8518678415640601,0.45854195201002845
2025/11/6 16:09:14.452000,0.622420389864319,0.9279485421889926,0.4984023046257309
